id,Kecamatan,Kelurahan,Komuditas,Deskripsi,Harga
5220,Kendari,Jati Mekar,Brokoli,"Brokoli segar kami, solusi sehat untuk keluarga Anda!","26.000,00"
5221,Kendari,Jati Mekar,Kubis,"Kubis hijau segar untuk keluarga Anda, seharga Rp 10.800 per kilogram!","10.800,00"
5222,Kendari,Jati Mekar,Capsicum/Paprika,"Paprika hijau dan merah segar, langsung dari petani terbaik ke meja Anda!","25.800,00"
5223,Kendari,Jati Mekar,Wortel,"Wortel segar dari kebun, menambah rasa dan tekstur pada setiap hidangan!","7.500,00"
5224,Kendari,Jati Mekar,Kembang Kol,"Kembang kol segar dan renyah, dijual per buah hanya Rp13.000. Cocok untuk berbagai masakan, dari salad hingga sup.","13.000,00"
5225,Kendari,Jati Mekar,Timun,"Timun hijau segar dari kebun, per kilo Rp15.000. Ideal untuk salad atau camilan sehat. Langsung dari petani lokal, segera pesan","15.000,00"
5226,Kendari,Jati Mekar,Pepaya,"Pepaya segar dari kebun, per kilo Rp20.500. Cocok untuk jus segar atau tambahan salad. Langsung dari petani, segera pesan","20.500,00"
5227,Kendari,Jati Mekar,Kentang,"Kentang pilihan terbaik, hanya Rp13.200 per kilo. Sempurna untuk berbagai olahan masakan. Pesan sekarang dan nikmati","13.200,00"
5228,Kendari,Jati Mekar,Labu,"Labu berkualitas tinggi, per kilo Rp23.000. Ideal untuk berbagai olahan masakan. Segera pesan dan nikmati rasanya","23.000,00"
5229,Kendari,Jati Mekar,Lobak,"jual lobak putih fresh 1 kg
1 kg isi 3-4 buah lobak
dijamin fresh karena diambil dari kebun langsung ","15.000,00"
5230,Kendari,Jati Mekar,Tomat,"Promo spesial tomat segar, Rp9.000 per kilo! Cocok untuk berbagai masakan, dari sambal sampai tumis. Segera dapatkan tomat terbaik di lapak kami, segar dan berkualitas!","9.000,00"
5301,Kendari,Kampungsalo,Ikan Bandeng,"Ikan bandeng segar dari laut, langsung ke meja makan Anda.","27.000,00"
5302,Kendari,Kampungsalo,Ikan Lele,"Ikan Lele segar, mudah diolah menjadi berbagai hidangan.","25.000,00"
5303,Kendari,Kampungsalo,Ikan Betok,"Ikan betok segar, mudah diolah menjadi berbagai hidangan.","30.500,00"
5304,Kendari,Kampungsalo,Belut Air Tawar,Pilihan terbaik belut air tawar segar untuk menu harian.,"69.000,00"
5305,Kendari,Kampungsalo,Ikan Emas,Pilihan terbaik ikan emas segar untuk menu harian.,"52.000,00"
5306,Kendari,Kampungsalo,Ikan Gurami,"Ikan gurami segar, pilihan tepat untuk keluarga Anda.","69.000,00"
5307,Kendari,Kampungsalo,Ikan Mas Rumput,"Ikan mas rumput segar, untuk masakan sehari-hari yang nikmat.","41.000,00"
5308,Kendari,Kampungsalo,Ikan Buntal Bintik Hijau,Dapatkan ikan buntal bintik hijau berkualitas untuk berbagai olahan masakan.,"158.000,00"
5309,Kendari,Kampungsalo,Ikan Belida,"Ikan belida segar, mudah diolah menjadi hidangan istimewa.","94.000,00"
5310,Kendari,Kampungsalo,Ikan Belanak,"Ikan belanak segar, siap untuk berbagai olahan kuliner.","52.000,00"
5311,Kendari,Kampungsalo,Ikan Kiper,"Ikan kiper segar, pilihan sempurna untuk hidangan sehari-hari.","46.000,00"
5312,Kendari,Kampungsalo,Ikan Mas Perak,Pilihan ikan mas perak segar terbaik untuk menu harian.,"37.000,00"
5313,Kendari,Kampungsalo,Ikan Nila,"Ikan nila segar, pilihan terbaik untuk masakan keluarga.","31.000,00"
5314,Kendari,Kampungsalo,Ikan Kepala Ular,"Ikan kepala ular segar, sumber protein yang tinggi untuk keluarga.","92.000,00"
5315,Kendari,Kampungsalo,Ikan Bulan-bulan,"Ikan bulan-bulan segar, mudah diolah menjadi hidangan spesial.","78.000,00"
5316,Kendari,Kampungsalo,Kacang Kapri,"Segera beli kacang kapri ini, polong hijau segar yang renyah dan kaya gizi. Cocok untuk segala masakan","39.000,00"
5317,Kendari,Kampungsalo,Pare,Pare segar dengan harga Rp 5.000/200g. Cocok untuk tambahan sayur sederhana. Pare ini kaya akan serat dan membantu menjaga kesehatan pencernaan. Pilihan tepat untuk menu harian Anda.,"5.000,00"
5318,Kendari,Kampungsalo,Labu Air,"Labu air segar seharga Rp 30.000 untuk 2 buah, pas untuk stok sayuran di rumah. Labu ini memberikan rasa segar dan tekstur lembut pada masakan Anda.","30.000,00"
5319,Kendari,Kampungsalo,Terong,"Terong segar seharga Rp 23.500 per kilogram, cocok untuk hidangan sehari-hari yang sehat","23.500,00"
5320,Kendari,Kampungsalo,Brokoli,Segarkan hari Anda dengan brokoli segar dan kaya vitamin!,"31.000,00"
5321,Kendari,Kampungsalo,Kubis,"Kubis dengan kualitas terbaik, langsung dari kebun, hanya Rp 9.800 per kilogram!","9.800,00"
5322,Kendari,Kampungsalo,Capsicum/Paprika,"Paprika lezat dan penuh nutrisi, ideal untuk seluruh keluarga!","27.500,00"
5323,Kendari,Kampungsalo,Wortel,"Wortel manis dan penuh vitamin, pilihan tepat untuk makanan sehat setiap hari!","10.500,00"
5324,Kendari,Kampungsalo,Kembang Kol,"Kembang kol segar, dijual per kilo dengan harga Rp20.000. Sempurna untuk berbagai masakan sehat. Jangan sampai kehabisan, stok terbatas","20.000,00"
5325,Kendari,Kampungsalo,Timun,"Timun segar pilihan, per kilo Rp13.500. Sempurna untuk berbagai hidangan sehat. Segera pesan di toko kami dan rasakan bedanya!","13.500,00"
5326,Kendari,Kampungsalo,Pepaya,"Pepaya manis dan segar, dijual per kilo Rp19.500. Sempurna untuk camilan sehat atau hidangan penutup. Segera pesan sekarang!","19.500,00"
5327,Kendari,Kampungsalo,Kentang,"Kentang segar dan bergizi, per kilo Rp12.800. Cocok untuk olahan kentang goreng atau panggang. Segera pesan di toko kami!","12.800,00"
5328,Kendari,Kampungsalo,Labu,"Labu segar dan manis, dijual per kilo seharga Rp20.500. Cocok untuk masakan sehari-hari. Pesan sekarang di toko kami","20.500,00"
5329,Kendari,Kampungsalo,Lobak,"SAYUR LOBAK PUTIH SEGAR 
PRODUK LOKAL BERKUALITAS
BERAT 500 GR","18.000,00"
5330,Kendari,Kampungsalo,Tomat,"Tomat merah dan segar, dijual per buah dengan harga Rp1.500. Ideal buat salad atau jus tomat. Tomatnya manis dan segar, ayo buruan beli sebelum kehabisan!","1.500,00"
5401,Kendari,Kandai,Ikan Bandeng,Pilihan ikan bandeng segar terbaik untuk keluarga Anda.,"34.000,00"
5402,Kendari,Kandai,Ikan Lele,"Ikan Lele segar, pilihan terbaik untuk keluarga Anda.","21.000,00"
5403,Kendari,Kandai,Ikan Betok,"Ikan betok segar, pilihan tepat untuk keluarga Anda.","32.500,00"
5404,Kendari,Kandai,Belut Air Tawar,"Belut air tawar segar, kaya akan nutrisi untuk keluarga Anda.","76.000,00"
5405,Kendari,Kandai,Ikan Emas,Dapatkan ikan emas berkualitas untuk berbagai olahan masakan.,"47.000,00"
5406,Kendari,Kandai,Ikan Gurami,"Ikan gurami segar, untuk masakan sehari-hari yang nikmat.","67.000,00"
5407,Kendari,Kandai,Ikan Mas Rumput,"Ikan mas rumput segar, siap diolah menjadi berbagai jenis masakan.","42.000,00"
5408,Kendari,Kandai,Ikan Buntal Bintik Hijau,"Ikan buntal bintik hijau segar, siap menjadi hidangan spesial keluarga.","170.000,00"
5409,Kendari,Kandai,Ikan Belida,"Ikan belida segar, pilihan tepat untuk masakan sehari-hari.","98.000,00"
5410,Kendari,Kandai,Ikan Belanak,"Ikan belanak segar, pilihan terbaik untuk hidangan sehari-hari.","53.000,00"
5411,Kendari,Kandai,Ikan Kiper,Dapatkan ikan kiper segar berkualitas untuk keluarga Anda.,"45.000,00"
5412,Kendari,Kandai,Ikan Mas Perak,"Ikan mas perak segar, kaya akan gizi untuk keluarga.","35.000,00"
5413,Kendari,Kandai,Ikan Nila,"Ikan nila segar, mudah diolah menjadi hidangan istimewa.","33.000,00"
5414,Kendari,Kandai,Ikan Kepala Ular,"Ikan kepala ular segar, langsung dari kolam ke meja makan.","102.000,00"
5415,Kendari,Kandai,Ikan Bulan-bulan,"Ikan bulan-bulan segar, pilihan terbaik untuk masakan keluarga.","74.000,00"
5416,Kendari,Kandai,Kacang Kapri,"Rasakan kenikmatan kacang kapri dalam salad Anda. Renyah dan manis, membuat salad jadi lebih menarik","39.500,00"
5417,Kendari,Kandai,Pare,Pare segar dengan harga Rp 10.000/400g. Pas untuk porsi kecil tumisan. Pare ini memiliki rasa pahit yang khas namun menyehatkan. Tambahkan ke dalam resep favorit Anda untuk rasa yang unik,"10.000,00"
5418,Kendari,Kandai,Labu Air,"Labu air segar seharga Rp 35.000 untuk 2 buah, sangat cocok untuk keluarga besar. Labu air ini rendah kalori dan kaya akan serat, membantu menjaga kesehatan pencernaan.","35.000,00"
5419,Kendari,Kandai,Terong,"Terong segar hanya Rp 24.000 per kilogram, sempurna untuk berbagai jenis masakan yang lezat dan bergizi.","24.000,00"
5420,Kendari,Kandai,Brokoli,"Dapatkan brokoli segar kami, pilihan tepat untuk hidup sehat!","34.000,00"
5421,Kendari,Kandai,Kubis,"Dapatkan kubis segar dan bergizi setiap hari, seharga Rp 10.300 per kilogram!","10.300,00"
5422,Kendari,Kandai,Capsicum/Paprika,"Paprika segar dengan warna cerah, menambah keceriaan pada setiap masakan!","25.200,00"
5423,Kendari,Kandai,Wortel,"Wortel segar yang renyah, cocok untuk hidangan gurih dan manis!","12.000,00"
5424,Kendari,Kandai,Kembang Kol,"Kembang kol segar, putih, dan padat, dijual per buah hanya Rp15.000. Pas untuk berbagai hidangan lezat. Ayo, segera beli kembang kol segar ini di toko kami!","15.000,00"
5425,Kendari,Kandai,Timun,"Timun hijau segar, per buah Rp1.800. Ideal untuk salad atau camilan sehat. Langsung dari petani, segera pesan!","1.800,00"
5426,Kendari,Kandai,Pepaya,"Pepaya segar matang pohon, hanya Rp17.500 per kilo. Cocok untuk jus atau lalapan. Segera pesan dan nikmati manisnya","17.500,00"
5427,Kendari,Kandai,Kentang,"Kentang dari petani lokal, hanya Rp12.000 per kilo. Sempurna untuk berbagai masakan sehat. Pesan sekarang dan rasakan bedanya","12.000,00"
5428,Kendari,Kandai,Labu,"Labu segar dan bernutrisi, hanya Rp11.500 per buah. Sempurna untuk berbagai hidangan lezat. ","11.500,00"
5429,Kendari,Kandai,Lobak,"lobak putih 1kg
mencegah penyakit kronis","13.000,00"
5430,Kendari,Kandai,Tomat,"Ayo, ayo, tomat segar baru panen! Dijual per kilo cuma Rp10.000. Cocok buat sambal, tumis, atau lalapan. Segera beli di lapak kami, tomatnya merah merona dan manis, langsung dari kebun!","10.000,00"
5501,Kendari,Kendari Caddi,Ikan Bandeng,"Ikan bandeng segar, mudah diolah menjadi berbagai hidangan.","37.500,00"
5502,Kendari,Kendari Caddi,Ikan Lele,"Ikan Lele segar, untuk masakan sehari-hari yang nikmat.","22.000,00"
5503,Kendari,Kendari Caddi,Ikan Betok,"Ikan betok segar, untuk masakan sehari-hari yang nikmat.","37.000,00"
5504,Kendari,Kendari Caddi,Belut Air Tawar,Dapatkan belut air tawar berkualitas untuk berbagai olahan masakan.,"79.000,00"
5505,Kendari,Kendari Caddi,Ikan Emas,"Ikan emas segar, kaya akan nutrisi untuk keluarga Anda.","50.000,00"
5506,Kendari,Kendari Caddi,Ikan Gurami,"Ikan gurami segar, siap diolah menjadi berbagai jenis masakan.","71.000,00"
5507,Kendari,Kendari Caddi,Ikan Mas Rumput,"Ikan mas rumput segar, siap menjadi hidangan spesial keluarga.","40.000,00"
5508,Kendari,Kendari Caddi,Ikan Buntal Bintik Hijau,"Ikan buntal bintik hijau segar, siap diolah menjadi berbagai jenis masakan.","163.000,00"
5509,Kendari,Kendari Caddi,Ikan Belida,"Ikan belida segar, kaya akan nutrisi dan rasa.","95.000,00"
5510,Kendari,Kendari Caddi,Ikan Belanak,Dapatkan ikan belanak segar berkualitas untuk keluarga Anda.,"55.000,00"
5511,Kendari,Kendari Caddi,Ikan Kiper,"Ikan kiper segar, kaya akan gizi untuk menu harian.","44.000,00"
5512,Kendari,Kendari Caddi,Ikan Mas Perak,Dapatkan ikan mas perak segar berkualitas untuk masakan lezat.,"34.000,00"
5513,Kendari,Kendari Caddi,Ikan Nila,"Ikan nila segar, sumber protein yang kaya untuk keluarga.","35.000,00"
5514,Kendari,Kendari Caddi,Ikan Kepala Ular,Rasakan kelembutan ikan kepala ular segar di setiap hidangan.,"104.000,00"
5515,Kendari,Kendari Caddi,Ikan Bulan-bulan,"Ikan bulan-bulan segar, kaya akan rasa dan nutrisi.","67.000,00"
5516,Kendari,Kendari Caddi,Kacang Kapri,"Beli kacang kapri ini untuk tambahan gizi dalam hidangan Anda. Kaya vitamin, serat, dan antioksidan","39.500,00"
5517,Kendari,Kendari Caddi,Pare,Pare segar dengan harga Rp 15.000/600g. Lebih banyak untuk berbagai resep. Pare ini kaya akan vitamin dan mineral yang baik untuk tubuh. Cocok untuk berbagai jenis masakan sehat,"15.000,00"
5518,Kendari,Kendari Caddi,Labu Air,"Labu air segar seharga Rp 40.000 untuk 2 buah, pilihan tepat untuk berbagai jenis masakan sehat. Labu ini memberikan rasa segar pada setiap hidangan.","40.000,00"
5519,Kendari,Kendari Caddi,Terong,"Terong segar seharga Rp 25.500 per kilogram, memberikan rasa yang kaya dan manfaat kesehatan.","25.500,00"
5520,Kendari,Kendari Caddi,Brokoli,"Brokoli hijau dan renyah, sumber vitamin yang luar biasa!","36.000,00"
5521,Kendari,Kendari Caddi,Kubis,"Kubis organik segar untuk hidup sehat Anda, hanya Rp 12.500 per kilogram!","12.500,00"
5522,Kendari,Kendari Caddi,Capsicum/Paprika,"Paprika manis dan pedas, sempurna untuk setiap hidangan favorit Anda!","28.500,00"
5523,Kendari,Kendari Caddi,Wortel,"Wortel lokal yang segar dan bergizi, ideal untuk berbagai kreasi masakan!","13.500,00"
5524,Kendari,Kendari Caddi,Kembang Kol,"Kembang kol segar dijual per kilo dengan harga Rp18.000. Cocok untuk berbagai masakan, dari tumisan hingga kukusan. Segera dapatkan kembang kol yang renyah dan bergizi ini","18.000,00"
5525,Kendari,Kendari Caddi,Timun,"Timun segar dan renyah, per buah Rp2.000. Sempurna untuk menambah rasa segar pada hidangan Anda. Segera pesan dan nikmati","2.000,00"
5526,Kendari,Kendari Caddi,Pepaya,"Pepaya pilihan, per kilo Rp18.000. Ideal untuk salad buah atau jus segar. Langsung dari kebun, segar dan manis","18.000,00"
5527,Kendari,Kendari Caddi,Kentang,"Kentang berkualitas premium, per kilo Rp13.000. Cocok untuk berbagai olahan masakan. Segera pesan dan nikmati kesegarannya","13.000,00"
5528,Kendari,Kendari Caddi,Labu,"Labu pilihan terbaik, dijual per buah seharga Rp10.800. Ideal untuk berbagai olahan masakan.","10.800,00"
5529,Kendari,Kendari Caddi,Lobak,"Lobak Putih per 1 pcs (+/- 280 gr - 330 gr)
Sayuran segar dan terjamin kualitasnya.
Chat dahulu sebelum transaksi untuk menanyakan stock yang tersedia.","6.000,00"
5530,Kendari,Kendari Caddi,Tomat,"Promo spesial tomat segar, Rp9.000 per kilo! Cocok untuk berbagai masakan, dari sambal sampai tumis. Segera dapatkan tomat terbaik di lapak kami, segar dan berkualitas!","9.000,00"
5601,Kendari,Kassilampe,Ikan Bandeng,"Ikan bandeng segar, untuk masakan sehari-hari yang lezat.","26.500,00"
5602,Kendari,Kassilampe,Ikan Lele,"Ikan Lele segar, siap diolah menjadi berbagai jenis masakan.","20.000,00"
5603,Kendari,Kassilampe,Ikan Betok,"Ikan betok segar, siap diolah menjadi berbagai jenis masakan.","33.000,00"
5604,Kendari,Kassilampe,Belut Air Tawar,"Belut air tawar segar, siap menjadi hidangan spesial keluarga","71.000,00"
5605,Kendari,Kassilampe,Ikan Emas,"Ikan emas segar, siap menjadi hidangan spesial keluarga.","45.000,00"
5606,Kendari,Kassilampe,Ikan Gurami,"Ikan gurami segar, pilihan tepat untuk hidangan lezat.","68.000,00"
5607,Kendari,Kassilampe,Ikan Mas Rumput,Dapatkan ikan mas rumput berkualitas untuk berbagai olahan masakan.,"47.000,00"
5608,Kendari,Kassilampe,Ikan Buntal Bintik Hijau,"Ikan buntal bintik hijau segar, untuk masakan sehari-hari yang nikmat.","177.000,00"
5609,Kendari,Kassilampe,Ikan Belida,"Ikan belida segar, siap untuk berbagai jenis olahan lezat.","90.000,00"
5610,Kendari,Kassilampe,Ikan Belanak,"Ikan belanak segar, kaya akan nutrisi untuk menu harian.","57.000,00"
5611,Kendari,Kassilampe,Ikan Kiper,Pilihan ikan kiper segar untuk masakan lezat Anda.,"43.000,00"
5612,Kendari,Kassilampe,Ikan Mas Perak,"Ikan mas perak segar, pilihan tepat untuk hidangan istimewa.","33.000,00"
5613,Kendari,Kassilampe,Ikan Nila,"Ikan nila segar, langsung dari kolam ke meja makan.","36.000,00"
5614,Kendari,Kassilampe,Ikan Kepala Ular,"Ikan kepala ular segar, cocok untuk masakan berkuah atau panggang.","115.000,00"
5615,Kendari,Kassilampe,Ikan Bulan-bulan,"Ikan bulan-bulan segar, siap untuk berbagai olahan kuliner.","65.000,00"
5616,Kendari,Kassilampe,Kacang Kapri,"Kacang kapri ini sumber folat yang baik, penting untuk kesehatan ibu hamil dan perkembangan janin","28.500,00"
5617,Kendari,Kassilampe,Pare,Pare segar dengan harga Rp 20.000/800g. Ideal untuk masakan sehat. Pare ini membantu menjaga kadar gula darah dan memiliki banyak manfaat kesehatan lainnya. Pilihan tepat untuk diet sehat,"20.000,00"
5618,Kendari,Kassilampe,Labu Air,"Labu air segar seharga Rp 45.000 untuk 2 buah, ideal untuk menu sehat sehari-hari. Labu air ini kaya akan nutrisi yang penting bagi tubuh","45.000,00"
5619,Kendari,Kassilampe,Terong,"Terong segar seharga Rp 26.000 per kilogram, pilihan tepat untuk tambahan sayuran dalam menu diet Anda","26.000,00"
5620,Kendari,Kassilampe,Brokoli,"Cicipi brokoli segar kami, sempurna untuk diet sehat Anda!","24.000,00"
5621,Kendari,Kassilampe,Kubis,"Nikmati kubis lezat dan bergizi, sekarang hanya Rp 11.200 per kilogram!","11.200,00"
5622,Kendari,Kassilampe,Capsicum/Paprika,Nikmati paprika segar dan bergizi setiap hari dalam berbagai masakan Anda!,"26.300,00"
5623,Kendari,Kassilampe,Wortel,"Wortel segar yang kaya akan vitamin dan mineral, pilihan sehat untuk seluruh keluarga!","9.000,00"
5624,Kendari,Kassilampe,Kembang Kol,"Kembang kol segar, dijual per buah hanya Rp12.000. Ideal untuk berbagai masakan sehat. Jangan lewatkan kesempatan untuk mendapatkan kembang kol terbaik di lapak kami!","12.000,00"
5625,Kendari,Kassilampe,Timun,"Timun segar pilihan, per buah hanya Rp1.500. Cocok untuk lalapan atau jus. Segar langsung dari kebun, jangan lewatkan!","1.500,00"
5626,Kendari,Kassilampe,Pepaya,"Pepaya segar matang, per kilo hanya Rp20.000. Sempurna untuk camilan sehat atau hidangan penutup. Segera pesan di toko kami!","20.000,00"
5627,Kendari,Kassilampe,Kentang,"Kentang segar dan renyah, hanya Rp12.700 per kilo. Ideal untuk berbagai hidangan lezat. Langsung dari kebun, segera pesan!","12.700,00"
5628,Kendari,Kassilampe,Labu,"Labu segar dan manis, per buah Rp12.200. Cocok untuk sup atau kue. Segera pesan di toko kami!","12.200,00"
5629,Kendari,Kassilampe,Lobak,"FreshBox Lobak Putih 
Merupakan salah satu jenis sayuran yang dikonsumsi sebagai masakan atau diramu menjadi obat tradisional.
Detail :
Lobak Putih 1 kg
Packaging menggunakan alas mika dan dilapisi plastik dengan standar mutu keamanan pangan
Didatangkan langsung dari petani, Lobak Putih pilihan setelah melalui 3 kali proses pengecekan kualitas
Sayuran segar tanpa bahan pengawet","13.900,00"
5630,Kendari,Kassilampe,Tomat,"Ayo, ayo, tomat segar baru panen! Dijual per kilo cuma Rp10.000. Cocok buat sambal, tumis, atau lalapan. Segera beli di lapak kami, tomatnya merah merona dan manis, langsung dari kebun!","10.000,00"
5701,Kendari,Mangga Dua,Ikan Bandeng,"Ikan bandeng segar, pilihan terbaik untuk berbagai masakan lezat.","30.000,00"
5702,Kendari,Mangga Dua,Ikan Lele,"Ikan Lele segar, siap menjadi hidangan favorit keluarga.","23.000,00"
5703,Kendari,Mangga Dua,Ikan Betok,"Ikan betok segar, pilihan tepat untuk hidangan tradisional.","30.000,00"
5704,Kendari,Mangga Dua,Belut Air Tawar,"Belut air tawar segar, siap diolah menjadi berbagai jenis masakan.","70.000,00"
5705,Kendari,Mangga Dua,Ikan Emas,"Ikan emas segar, langsung dari kolam ke dapur Anda.","44.000,00"
5706,Kendari,Mangga Dua,Ikan Gurami,Dapatkan ikan gurami berkualitas untuk olahan favorit Anda.,"60.000,00"
5707,Kendari,Mangga Dua,Ikan Mas Rumput,"Ikan mas rumput segar, kaya akan nutrisi untuk keluarga Anda.","51.000,00"
5708,Kendari,Mangga Dua,Ikan Buntal Bintik Hijau,"Ikan buntal bintik hijau segar, pilihan terbaik untuk keluarga Anda.","160.000,00"
5709,Kendari,Mangga Dua,Ikan Belida,"Ikan belida segar, pilihan tepat untuk hidangan istimewa.","104.000,00"
5710,Kendari,Mangga Dua,Ikan Belanak,Pilihan ikan belanak segar untuk masakan lezat Anda.,"60.000,00"
5711,Kendari,Mangga Dua,Ikan Kiper,"Ikan kiper segar, sempurna untuk berbagai jenis olahan.","38.000,00"
5712,Kendari,Mangga Dua,Ikan Mas Perak,"Ikan mas perak segar, mudah diolah menjadi hidangan spesial.","40.000,00"
5713,Kendari,Mangga Dua,Ikan Nila,Rasakan kelezatan ikan nila segar di setiap hidangan.,"28.000,00"
5714,Kendari,Mangga Dua,Ikan Kepala Ular,Pilihan ikan kepala ular segar terbaik untuk menu harian.,"85.000,00"
5715,Kendari,Mangga Dua,Ikan Bulan-bulan,"Ikan bulan-bulan segar, pilihan sempurna untuk hidangan istimewa.","76.000,00"
5716,Kendari,Mangga Dua,Kacang Kapri,"Untuk Anda yang suka makanan sehat, kacang kapri ini pilihan tepat. Rendah kalori, kaya serat, dan rasanya lezat!","29.500,00"
